index,episode no,name,line
1090,151,moeen,آپ مجھے یار انر وغیرہ مت کہیں پلیز۔ 
1091,151,anwar,اب یہ پہلا پروگرام ہے جس میں ایک مہمان عزت دے رہا ہے تم کا۔ آج تک تو ہم نے جتنوں کو دیکھا تم نے دیجیتی کر تے دیکھا۔ 
1092,151,moeen,سر آپ پاکستان- پاکستان کیوں آئے ہیں؟ 
1093,151,anwar,ہاتھ اٹھائیے۔ سیدھا ہاتھ اٹھائیے اور کہیے کہ جو کچھ میں کہہ رہا ہوں سچ کہہ رہا ہوں۔ 
1094,151,moeen,سر آپ کہہ رہے ہیں تو سیدھا ہاتھ آپ اٹھائیں، میں کیوں اٹھاؤں؟ 
1095,151,anwar,ہم پہلے کئی دفعہ اٹھا چکے ہیں۔ ہمارا بہت بار اٹھ چکا ہے ہاتھ، ہم کہہ رہے ہیں آپ کا، آپ کہیے گا۔ اس سے پہلے کہ ہاتھ پڑ جائے کسی کے اوپر آپ کہہ دیجیے۔ یہ قدرت کا نظام ہمیں سمجھ نہیں آیا آج تک کہ ہاتھ جب پہلی دفعہ اٹھ جاتا ہے تو پرتا کا ہے۔ 
1096,151,moeen,آپ لوگ خود چاہ رہے ہوں گے کہ اشٹہار دیکھیں۔ جی ہم بات کر رہے تھے کہ آپ پاکستان کیوں آئے ہیں؟ 
1097,151,anwar,"ہانی آہا! کیا یاد دلادیا آپ نے۔ پاکستان بننا سے پہلے ہمارے والد جو تھے, انڈیا میں جیج تھے, جیج تھے وہ میرٹھ میں رہتے تھے لیکن دیکھیے کیسا عجیب اتفاق ہے کہ وہ میرٹھ میں رہتے تھے ان دنوں اور میرٹ کے اوپر جیج تھے, سفارش پر نہیں۔ اپریسیٹ کرجئے نہ اس بات کو- "
1098,151,moeen,جی جی بہت، بہت بڑی بات ہے جی۔ 
1099,151,anwar,"اب کا ہے کہ والد صاحب نے زندگی میں ایک غلط فیصلہ کیا تھا۔ صرف ایک, ایک, مانتے ہیں۔ وہ والد بھی مانتے ہیں، ہم بھی مانتے ہیں کہ ایک غلط فیصلہ کیا, وہ فیصلہ غلط جو تھا, ہماری والدہ سے شادی تھا۔ شادی کر کے عمر قید گجاری انہوں نے۔ اب والدہ کا تھوڑا میں آپ کو تفصیل بتاتے ہیں کہ ہماری والدہ جو تھیں, ایک سپریم کورٹ کے ریٹائرڈ جیج کی بیٹی تھیں۔ اب دیکھیے کڑیاں ملائیے کہ ہمارے والد میرٹھ میں میرٹ کے اوپر جیج تھے اور ہماری والدہ جو ہیں وہ سپریم کورٹ کے ریٹائرڈ جیج کی بیٹی تھیں. والد صاحب وہیں مار کھا گئے کہ انہوں نے تحقیقات نہ کیا نا، تحقیقات ہی نہیں کیا۔ اب والدہ جو تھی وہ لہیم شہین تھیں وہ والد صاحب جو تھے وہ ایک دم بہت دوبلے پتلے نہ تھے، اکدم تھے ہم تو بہت ان کے سامنے بہت ہیلدی ہوں اب کا ہے کہ جب شادی ہوئی ہماری والدہ کا ہمارے والد س�ے تووہ بتانے والے خاندان والے امی کے خاندان والے بتاتے ہیں کہ ایک سال تک تو امی کے خاندان والے جو ہیں شکرالے کا نماز پڑھتے رہے۔ بہت غصہ والی تھی، بہت غصہ والی تھی یعنی والد صاحب بتاتے ہیں کہ جب ہماری امی ڈولی میں بیٹھ کر رخصت منہ ہو رہی تھیں تو ایک قہار کے- والدہ نے چپل اتار کر دھر دیا تھا۔ "
1100,151,moeen,قہار کی پٹائی کیوں کی؟ 
1101,151,anwar,"ہاں اب دیکھیے نا ایگزیکٹلی یہی سوال میرے ذہن میں بھی آیا ہے والد صاحب سے پوچھا گا ہے قہار تو بیچارا ایسا نہ کھندے پر ڈولی اٹھا کر مار لے جاتا ہے۔ اب وہ جو آئین شاہ دین تھے واقف ہے کہ وہ بتاتے ہیں والد صاحب کو کہ جب قہار ڈولی لے کر جا رہے تھے تو ایک قہار کو آ گئی چھینک۔ اب نیچرل چیز ہے بھائی، چھینک وہ تو آجاتا ہے نا آدمی کا اب وہ چھینک دیا تو جیسے ہی وہ نکلایا نا چھینک ایسا کر کے ہاں چھینک تو ایسا ہوا کہ اب جب ایسی ڈولی ایسے نا ہوئی تو والدہ ایک دم خسک کر آدھی جو ہے ماں ڈولی کے باہر نکل آئی، بس ڈولی کے باہر ایسے ہی والد بتاتے ہیں، وہیں سے ایسا نا پکڑ کر چپل نکال کر جب دیا ہے نا قہار کا تو قہار کا چیخ سننے والو تھا۔ اب بھئی اتنا غصہ اچھا نہیں ہوتا، لیکن انہوں نے کیا, اب کا نقصان کا ہوا والدہ کو کہ جو چار قہار ڈولی لے کر جا رہے تھے، ان میں بڑا ایکا تھا۔ unhone برداشت نہیں کیا بھائی، بلکل برداشت نہیں کیا، چاروں قہار نے کہا کیا بدلہ لیا ہماری والدہ سے۔ بیس سڑک کے اوپر چاروں ڈولی ایسے دھر کے بھاگ گئے۔ بدماس کہیں کے "
1102,151,moeen,آپ نے فرمایا کہ آپ کے والد جیج تھے۔ 
1103,151,anwar,نہیں میرے والد درزی تھے۔ 
1104,151,moeen,ابھی تو آپ نے کہا جیج تھے- 
1105,151,anwar,ہو کا گیا ہے کا ہو گیا ہے، آج بالکل آف کلر لگ رہا ہے- 
1106,151,moeen,سر میں گھبرا رہا ہوں 
1107,151,anwar,"کہ پہلی مرتبہ- نہیں آف کلر لگ رہا ہے- کسی شارک- ایک بات جب بتا چکے ہیں آپ کو کہ ہمارے والد جیج تھے پھر پوچھ رہے ہیں پروگرام کے بارے میں- ریپیٹیشن, ریپیٹیشن- "
1108,151,moeen,"زندگی میں پہلی مرتبہ کسی شارک کی نواسی کا انٹرویو کر رہا ہوں- کو؟ کو؟ کو کچھ نہیں بس ایسی بول گیا میں، ایسا کوئی مطلب نہیں ہے, جیسے بہت سی باتوں کا مطلب نہیں- "
1109,151,anwar,اچھا ایک جنرل بات کیا- 
1110,151,moeen,"جی فوری سیون میں پاکستان بنا چوبیس اگست کو, آپ کے والد صاحب ریٹائر ہو گئے تھے, جی- "
1111,151,anwar,کتنا ریپیت کرتا ہے- 
1112,151,moeen,جیج تھے- 
1113,151,anwar,"جیج تھے, ریٹائر ہو گئے تھے- "
1114,151,moeen,جی اب باقی آپ بتائیے- 
1115,151,anwar,"خدا کا واستے ہم کو اپنا بات مکمل کرنی دیجئے کا ہے اتنا ریپیٹیشن کر رہے ہو۔ جیج تھے, اب مت پوچھیے گا کا تھے, جیج, ج یو ڈی جی, سمجھ گئے نا, جیج تھے. اب والد صاحب جیج تھے. اب دیکھیے کا جمانا ہم آپ کو یاد دلالے رہے ہیں, والد صاحب جیج تھے, لیکن جیج ہونے کا باوجود چڑھنے کے لیے ان کا پاس گاڑی نہیں تھا, رہنے کے لیے ایک تھوڑا سا مکان تھا اور اس مکان میں سے مار پیتل کا برتن گرنے کا آواز آتا تھا۔ اب کا ہے پیتل کا برتن کیسے گرنے کا آواز آتا تھا؟ ہماری والدہ کو برتن کھینچ کے مارنے کا ایسا شوق تھا کہ اتنی دیر سے کہہ آئے, والد صاحب پیتل کا لوطا, اب ہم سے کہہ رہی ہے دس روپے کا ہے مانگتے ہو روز, کھینچ کے مارا وہ گالدان پیتل کا وہ بھی آدھا بھرا ہوا ایک دم غصہ نہ تھا- "
1116,151,moeen,نارمل تھیں؟ 
1117,151,anwar,"تھیں, تھیں, یہ پوچھا ہم والد صاحب سے کہ بھائی ایسا تو ایبنارمل لوگ کرتے ہیں, ہا اللہ بخش والا صاحب کو بتاتے ہیں آنکھ میں آنسو نہ آگئے ان کا یہ بتاتے ہوئے کہ بیٹا جس وقت نکاح ہو رہا تھا ہم سے بتا رہے تھے والد صاحب کہ آپ کا امی جو تھی وہ بالکل نارمل تھی, اب گواہان جو ہیں ہماری طرف کے والد کی طرف کے اور ہماری والدہ کے طرف سے چار گواہ جب جاتے ہیں نا حامی کروانے کے لیے تو کہتے ہیں کہ وہ گئے تو والدہ نے تھی تو بالکل نارمل, لیکن جو ہوں کہا نا انہوں نے اقرار کا ہوں کہا وہ اتنا زور سے کہا تھا کہ ایک جو وہاں پر گئے تھے وٹنس کے لیے وہ کاغذ پڑ گیا, اتنا اب نارمل جور سے والدہ نے ہو کہا تھا. "
1118,151,moeen,آپ نے ایل ایل بی کیا پٹنہ سے- 
1119,151,anwar,جی میں نے ایل ایل بی کیا پٹنہ سے- 
1120,151,moeen,پریکٹس پاکستان آگے ہوشروع ہوا- 
1121,151,anwar,"جی ہاں کائی اس کا بات تو پٹنہ کا بات کائی جگہ پہ پوسٹنگ رہا والد صاحب کا تو ہم جانا آنا رہتا تھا, ایسا بات نہیں ہے, اب کا ہے کہ- "
1122,151,moeen,پاکستان میں پریکٹس شروع ہوئی- 
1123,151,anwar,پاکستان میں پریکٹس- 
1124,151,moeen,تو کیسا زمانہ تھا؟ 
1125,151,anwar,"بھائی عدلیہ بہت ٹھیک تھی نا, ایک دم ٹھیک تھی, ہاں دیکھیے وکیل اپنا کام کر رہے تھے، جج صاحبان اپنا کام کر رہے تھے۔ وکیل جو تھے وہ کوارٹر میں رہتے تھے۔ جج صاحبان جو ہیں وہ چھوٹے چھوٹے مکان میں رہتے تھے۔ اس زمانے میں بڑا مکان میں صرف مجرم رہتا تھا، وہ بھی اصلی۔ ایک بات تھی۔ "
1126,151,moeen,آبادی بھی کم تھی۔ 
1127,151,anwar,آبادی کی بات نہیں ہے، مقصود آبادی کی بات نہیں ہے۔ بات یہ ہے کہ اس زمانے میں بے ایمانی کم تھا بلکہ یہ کہیے کہ بے ایمانی تھا ہی نہیں۔ 
1128,151,moeen,سر اب حالات بدل گئے ہیں۔ 
1129,151,anwar,کہ کہہ رہے ہو۔ 
1130,151,moeen,حالات بدل گئے ہیں۔ 
1131,151,anwar,ابجیکشن لے رہے ہیں اس بات پہ آپ کے۔ ابجیکشن مائ لارڈ۔ обجیکشن مائ لارڈ۔ 
1132,151,moeen,آپ اشتر دیکھیں۔ گفتگو جاری ہے۔ وقفے سے پہلے آپ نے کہا ابجیکشن مائ لارڈ۔ 
1133,151,anwar,جی ابجیکشن کہا۔ 
1134,151,moeen,تو یہ کیا مطلب ہے یہاں کورٹ کے۔ 
1135,151,anwar,اصل میں دیکھیے کورٹ جو ہم جو کہہ رہے تھے آپ کو آپ باضحاجنجہ کر لیا تیار نہیں ہے۔ سچائی جو ہے وہ ہم بیان کر رہے ہیں۔ اب دیکھیے کہ تمام کورٹس جو ہیں وہ گندی ہو چکی ہیں۔ وکیل صفائی جو ہے خالی ٹانکی لگا سکتا ہے۔ دیوانی ہو چکی ہیں تمام عدالتیں۔ 
1136,151,moeen,سر ہمارے یہاں عدلیہ آزاد ہے، یہ بات آپ کو ماننا پڑے گی۔ 
1137,151,anwar,اب ہم اپنا سیدھا ہاتھ اٹھائیں یا الٹا اٹھائیں یا سیدھی لاٹ اٹھائیں؟ 
1138,151,moeen,آپ بیٹھے رہے پلیز۔ 
1139,151,anwar,بیٹھے رہے اور کیا کر رہے ہیں؟ بیٹھے ہی تو ہیں اور کیا کر رہے ہیں؟ مہمان کو بلا کے کہہ رہے ہیں بیٹھے بیٹھے بیٹھے ہیں، صرف دیکھ رہے ہیں۔ ویچنگ، ویچنگ، ویچنگ، ویچنگ دیکھ رہے ہیں۔ ہر ایک کیس کے پندرہ پندرہ سال ہو جاتے ہیں۔ کہہ رہے ہیں بیٹھے رہیں۔ پندرہ پندرہ سال کے اندر میں ایک کیس کا فیصلہ ہو رہا ہے، بتائیے؟ انصاف ہے، ایک ریپ کیس میرے ذہن میں ہے، ہماری نعلیٰ میں ہے۔ ایک خاتون تھی، ان کے جب ٹوئنز ہو گئے تب فیصلہ ہوا اُن کا کیس کا آپ مار بات کر رہے ہیں۔ 
1140,151,moeen,سر اصل میں جج کم ہیں۔ ملزم بہت ہو چکے ہیں اور دیکھیے جتنے بڑے بڑے اہم اور زوری فیصلے ہیں وہ تو سنا دیے گئے وہ تو ہو رہے ہیں ان کے فیصلے ہم۔ 
1141,151,anwar,بہت معافی چاہتے ہیں ہم اپنا الفاظ واپس لے لیتے ہیں۔ اچھا ہوا آپ نے یاد دلادیا۔ ہمارا ذہن سے کہ ہم لوگ بھی تنقید کرتے ہیں۔ بڑے فیصلوں کی قدر کرنی چاہیے۔ دیکھی�ے کیسا تاریخی فیصلہ ہوا ہے۔ آہا ہا ہا ہا ۔ایسا تاریخی فیصلہ ہوا ہے۔ واہ واہ واہ واہ! کہ پتنگ بازی کے اوپر پابندی کیا فیصلہ ہوا ہے۔ واہ واہ واہ! دیکھو زندہ قوم ہے ترقی اس طرح کے فیصلوں سے کرتی ہے کہ پتنگ بازی کے اوپر پابندی اور تو اور دیکھیے ایک فیصلہ تو ایسا ہوا ہے کہ اگر یہ فیصلہ نہ ہوتا تو ہماری ترقی اور تعمیر سب رک جاتا۔ 
1142,151,moeen,پاکستان کی ترقی کا- 
1143,151,anwar,پاکستان کا- 
1144,151,moeen,وہ کونسا فیصلہ تھا؟ 
1145,151,anwar,وہ فیصلہ تھا شادی بیاہ کے اوپر ولیمے پر خاص طور سے کھانے پر پابندی تھی کیا؟ کیا فیصلہ تھا کہ اگر یہ فیصلہ وقت پر نہ ہوتا تو امریکن تو مار پاگلا گئے تھے نا بھائی۔ اکدم پاگلا گئے تھے کہ اوہ والی میں نے کھانا پابندی ہوئی اور ایک فیصلہ تو ایسا نہ کیا ہے کہ سلام کرتے ہیں انکو یعنی فیصلے کی روشنی میں برطانیہ کا تمام جج صاحبان جو ہیں شر جوڑ کے نہ بیٹھ گئے ہیں کہ بھائی اس طرح کا کوئی تاریخی فیصلہ ہمارے یہاں بھی ہونا چاہیے وہ کا ڈبل سواری پر پابندی آہا ہا یعنی۔ لیکن ان میں جو سب سے تاریخی فیصلہ ہے وہ کھانے پہ شادی بیاہ میں پابندی ہے۔ 
1146,151,moeen,جی وہ تو شروع ہو گئی ہے۔ 
1147,151,anwar,اور دیکھیے صحیح کہا آپ نے پہلی دفع سپریم کورٹ کے آرڈر کا کمپلائنس ہوا ہے۔ 
1148,151,moeen,جی جی بلکل۔ 
1149,151,anwar,یعنی نافذ ہوا ہے۔ 
1150,151,moeen,بilkul sahi ہے۔ 
1151,151,anwar,نکل کے جوتا نہ دھریں اپنے سامنے والے کے منہ پہ۔ ابھی ہم دعوت میں سے آرہے ہیں. ڈھائی ہزار آدمی وہاں کھانا کھا رہا تھا۔ 
1152,151,moeen,شادی کی؟ 
1153,151,anwar,جی سونگو ہم رہ ہاتھ میں سے بریانی کا بھی خود بو آئے گا۔ 
1154,151,moeen,چلو۔ 
1155,151,anwar,گالا گوشت کا ہے نا سچائی سامنے آتا تو ایسا ہٹا چلا ہٹا چلو مار ڈھائی ہزار آدمی وہاں کھانا کھا رہا تھا اور پارکنگ لارٹ میں دیکھیے جو گاڑیاں پارک ہوئی ہوئی تھیں ان گاڑیوں میں اسی فیصد گاڑیاں جو تھیں وہ کان نمبر پلیٹ ہارا رنگ کا تھا گرین اللہ معاف کرے ہم جھوٹ نہیں بول رہے ہیں چار گاڑیوں کا نمبر پلیٹ تو پہ تو ترازو بنا ہوا تھا ترازو۔ 
1156,151,moeen,ان باتوں کو رہنے دیں۔ 
1157,151,anwar,چھوڑیے آپ تمام غلط باتیں کر رہے ہیں یہ بتائیے کہ آخر سوال آپ سے وکالت کیوں چھوڑی آپ نے؟ ہماری مرجی چھوڑ دیا ایک کیس کا بجٹ سے چھوڑا۔ 
1158,151,moeen,کیا کیس تھا؟ 
1159,151,anwar,کیس یہ تھا کہ میرے دوست ہیں وہ دوست کا ایک مکان کے اوپر ایک صاحب نے دو سال سے کرایہ کا بہانے رہنے سے قبضہ کر لیا۔ 
1160,151,moeen,دو سال سے۔ 
1161,151,anwar,دو سال اب دو سال ہو گیا ہمارا دوست کو فکر ہوا کہ بھائی کچھ کیجئے ہم نے کہا کیس ڈالتے ہیں ڈال دیا ہم کیس عدالت میں، اب کا ہے کہ سامنے والا جس نے قبضہ کیا ہے مکان تے وہ ایک وکیل لے کے آگیا اب جو وکیل آیا نا وکیل بچھا وہ جج کا دوست تھا جو جج کے اوپر ہی کیس لگا تھا، اب مار پیسیاں چل رہی ہیں، ٹائم جائے گا رہا ہے تو اب کا ہوا کہ انہوں نے اپنا فیصلہ سنایا بس انکا جو فیصلہ ہم سنا وہ کا بات ہم نے طے کر لیا کہ وکالت اب نہیں کرنی ہے۔ 
1162,151,moeen,کیا فیصلہ سنایا؟ 
1163,151,anwar,بتائیے فیصلے میں جج صاحب کہتے ہیں کہ دیکھو فاضل وکیل کہتے ہیں کہ ایوب خان دس سال کسی کے گھر میں رہے انہیں کوئی نہیں نکال پایا اور بعد کرنے لگا جیاؤلحق گیارہ سال کسی دوسرے کے گھر میں رہا کسی کا ہمت نہیں پڑا انکو کہہ کے بھائی آپ یہ گھر خالی کیجیے اور انہوں نے کہا کہ سات سال سے مشرف صاحب یہاں گھر میں رہ رہے ہیں کسی کے کس مائیکالال میں جرات ہے کہ انکو کہہ کے آپ گھر خالی کریں گے انہوننے کہا کہ یہ بیچارہ دو سال سے رہتا ہے۔ دو سال کوئی ارثہ نہیں ہوتا تو کہنے لگا کہ یہ کیس خارج کیا جاتا ہے ارے بھئی یہاں ہماری تو فٹفٹی ہل گئی۔ 
1164,151,moeen,کیا؟ 
1165,151,anwar,ارے ہمارا تو دماغ ہل گیا بھائی ہم نے کہا کیا جج کا فیصلے کا خلاف ہم نے جب بولنا شروع کیا ہے تو وہ مارکہہ رہے ہیں آڈر آڈر اب دیکھیے ہمارے والے جب ریٹائر ہوئے تھے تو جب وہ جب کورٹ سے گھر آئے تھے خالی ایک پرانی ہتھودے لی کے آئے تھے لیکن عادت پڑا ہوا تھا نا انکو تو گھر میں بیٹھ کے خالی وقت میں کہتے تھے کہ آرڈر آرڈر آرڈر، والدہ میری کہتی تھیں جائیے پیاز اور آلو لے کے آئیے وہی ہم کا یاد آگیا جج کے فیصلے کا خلاف ہم نے جو بولنا شروع کیا ہے وہ کہہ رہے ہیں آرڈر آرڈر آرڈر ہم نے کہا جائیے پیاز لہسن لے کے آئیے بھائی یہ کہہ کے ہم نے کالا کوٹ اتار کے ایسے نا دھارا اور وہ دن ہے اور آج کا دن ہے ہم عدالت کی طرف مڑ کے نہیں گئے۔ 
1166,151,moeen,خواتین حضرات! آپ نے گفتگو سنی ایک وکیل کی۔ 
1167,151,anwar,ارے گفتگو نہیں بے تجربہ سنا، سچائی سنی یہ کہیے ڈگلا بازی مت کیجیے۔ 
1168,265,anwar,اسلام علیکم لوز ٹاک کے ساتھ انور مقصود آپ کی خدمت میں۔ میرے مہمان ہیں۔ پہلی مرتبہ مل رہا ہوں۔ آپ سے تعارف کرادوں۔ اسلام علیکم- سلام علیکم- 
1169,265,moeen,کیسے ہیں بھائی آپ؟ جی؟ 
1170,265,anwar,کیسے ہیں؟ 
1171,265,moeen,اللہ کا شکر- حال کیسے ہیں آپ کے؟ اللہ کا بہت شکر ہے، انور مقصود صاحب، بہت اللہ کا شکر ہے- 
1172,265,anwar,اطمینان سے ہیں؟ 
1173,265,moeen,جی ہاں، نلکوں میں پانی آ رہا ہے، بجلی بھی آ رہی ہے، چولے بھی جل رہے ہیں اور گاڑی کی ٹنکوں میں پٹرول بھی پھل ہے، پھل ہے فٹ- 
1174,265,anwar,میرے خیال۔ سے پہلے پاکستانی ہیں آپ جس کے منہ سے میں نے یہ سنا ہے کہ بجلی بھی آ رہی ہے، نلکوں میں پانی بھی آ رہا ہے- 
1175,265,moeen,چولے بھی جل رہے ہیں- -گاڑی کی ٹنکوں میں پٹرول بھی پھل ہے، جی۔ سی ہی سن آپ نے- 
1176,265,anwar,کہاں رہتے ہیں آپ؟ 
1177,265,moeen,دبئی میں- 
1178,265,anwar,جی؟ 
1179,265,moeen,دبئی میں- 
1180,265,anwar,اچھا! میں سمجھا آپ کراچی میں- 
1181,265,moeen,نیں، دبئی میں رہتے ہیں۔ بیس دن کے لیے آئے ہیں دبئی سے، کراچی بیس دن کے لیے آئے ہیں دبئی سے، چھٹیوں پر- 
1182,265,anwar,دبئی- 
1183,265,moeen,بیس دن بعد پھر چلے جائیں گے واپس- 
1184,265,anwar,دبئی میں کیا کرتے ہیں- دبئی میں کیا کرتے ہیں؟ 
1185,265,moeen,عربی چینل دیکھتے ہیں- 
1186,265,anwar,عربی چینل- 
1187,265,moeen,جی- 
1188,265,anwar,آپ کو عربی آتی ہے- 
1189,265,moeen,نہیں- 
1190,265,anwar,پھر آپ عربی چینل کیوں دیکھتے ہیں- 
1191,265,moeen,میری مرضی- 
1192,265,anwar,جی- میری مرضی ہے انور بھائی- میری جب آپ کو عربی نہیں آتی- 
1193,265,moeen,مرسی، نہیں، نہیں میری مرضی ہے کچھ بھی چینل دیکھو لیکن میں دیکھتا ہوں عربی چینل- 
1194,265,anwar,مگر بھائی صاحب جب آپ کو عربی نہیں آتی تو پھر آپ عربی چینل کیوں دیکھتے ہیں؟ 
1195,265,moeen,ہاں دیکھتے ہیں، مجھے پتا ہے مجھے عربی نہیں آتی، لیکن پھر بھی عربی چینل دیکھتے ہیں- 
1196,265,anwar,مگر- 
1197,265,moeen,ہر بات تو نہیں بتا سکتا ہوں میں آپ کو- 
1198,265,anwar,نیہ، مگر کیوں دیکھتے ہیں؟ 
1199,265,moeen,بھائی عربی چینل اس لیے دیکھتے ہیں وہ آپ نے اصرار کر رکھا ہے تو بتا ہی دیتا ہوں، عربی چینل اس لیے دیکھتے ہیں کہ شائد ہماری بخشیش ہو جائے- 
1200,265,anwar,عربی- اچھا، اچھا- 
1201,265,moeen,جی- 
1202,265,anwar,کراچی کیوں آئے؟ 
1203,265,moeen,ہاہ! یہ آپ نے بہت اچھا سوال کیا کہ میں کراچی کیوں آیا ہوں؟ اشارے میں بات یہ ہے کہ میں دبئی میں رہتے ہوئے ایک عجیب خلفشار میں تھے ہم، عجیب خلفشار میں تھے۔ نہ بطوا چوری ہوا، نہ کسی نے موبائل چھینا، نہ وہاں پر کوئی خاندان، رشتہ دار کوئی اغوا ہوا اور نہ کیا نام اس کا کوئی کسی نے رینسم کے لیے کسی کو اغوا کیا، کچھ نہیں ہوا یہ سب چیزیں بڑی یاد آرہی تھیں۔ یہ سب چیزیں بڑی یاد آرہی تھی میں نے کہا چلو، چلو، چلو، کراچی چلو یہ ہوا- 
1204,265,anwar,کراچی میں آپ کہاں ٹھہرے ہوئے- 
1205,265,moeen,میں اپنے ماموں کے گھر پہ فیڈ ہب بی ایریا میں- 
1206,265,anwar,ماموں کے یہاں ٹھہرے ہوئے- 
1207,265,moeen,فیرڈ، فیرڈ ہب بی ایریا میں- 
1208,265,anwar,کہاں؟ 
1209,265,moeen,فیرڈ ہب بی ایریا میں- 
1210,265,anwar,فیرڈ ہب بی ایریا میں اچھا، اچھا- 
1211,265,moeen,فیرڈ ہب بی ایریا میں- 
1212,265,anwar,ماموں کیا کرتے ہیں؟ 
1213,265,moeen,ماموں فیرڈ ہب بی ایریا میں رہتے ہیں- 
1214,265,anwar,نہیں کرتے کیا- 
1215,265,moeen,یہ ماموں سے پوچھیے- ہیں؟ 
1216,265,anwar,مامو، مامو، بام-آپ نے مجھے بلایا ہے نا مہمان- 
1217,265,moeen,جی- تو مامو، مامو کی بات کیا کیا تا-مامو سے پوچھیے مامو کیا کرتے ہیں- 
1218,265,anwar,نہیں تو آپ بتائیں مجھے- 
1219,265,moeen,نہیں مامو، مامو کچھ کرتے ہیں- 
1220,265,anwar,نہیں یہ کیا کرتے ہیں- 
1221,265,moeen,مامو گالیاں دیتے ہیں- 
1222,265,anwar,مامو گالیاں دیتے ہیں- 
1223,265,moeen,جی ہاں گالیاں دیتے ہیں مامو، مامو- 
1224,265,anwar,معنا کس کو گالیاہ دیتے ہیں- 
1225,265,moeen,مطلب یہ ہے کہ سارا دن جو ہے وہ گالیاہ دیتے ہیں اب دیکھو تھوڑا پرسوں چارج کی بات ہے، میرے کو میرے کو پرسوں کی بات ہے، اب پرسوں کی بات ہے۔ نیوال والے پالنگ پہ بیٹھے، بیٹھے ہیں- 
1226,265,anwar,جی- 
1227,265,moeen,نیوال والے پالنگ پہ بیٹھے پالنگ نے بولا چیو، لو بھئی آدھا گھنٹا چوک کو گالیاہ دیتے ہیں- 
1228,265,anwar,سمجھا نہیں ملا نیوال کے پالنگ پہ بیٹھے تھے- آواز آئی- 
1229,265,moeen,دیکھو میں سمجھاتا ہوں یہ کے پالنگ ہے- 
1230,265,anwar,جی- 
1231,265,moeen,نیوال والا اب یوں کر کے بیٹھے اب جیسے ہی لیتے ہیں تو ایک آواز آئی نا چیو، چیو آتی ہے نا آواز- 
1232,265,anwar,پرانے پلنگ میں سے- 
1233,265,moeen,چیو، چیو کو گالیاہ آدھا گھنٹا میں نے ان کو سمجھایا کہ پرانے پلنگ ہے مامو اس کو کیوں گالیاہ دے رہے ہو؟ اس کی نیوال بھی پرانی ہے لو نیوال کو گالیاہ- 
1234,265,anwar,کام کیا کرتے ہیں؟ 
1235,265,moeen,یہی تو بتا رہا ہوں نا میں یہی کام کرتے ہیں۔ چوبیس، ایک دن میں کتنے گھنٹے ہوتے ہیں؟ 
1236,265,anwar,چوبیس- 
1237,265,moeen,چوبیس گھنٹے، چوبیس، چوبیس گھنٹے کے اندر مامو جو ہیں بائیس گھنٹے گالیاہ دیتے ہیں اور دو گھنٹے موانی کی گالیاہ سنتے ہیں۔ یہ پلان ہے انکا- 
1238,265,anwar,ہر ایک کو گالی دیتی ہے- 
1239,265,moeen,ہر ایک کو، ابھی دیکھا ہے پرسوں کی بات ہے، بلکہ پرسوں سے بھی ایک دن پہلے کی بات ہے، نہیں پرسوں سے ایک دو، پرسوں سے دو دن پہلے کی بات ہے۔ ایک سبزی والا گزرا تھا سڑک سے، سبزی والے نے سبزی کے نام پکار پکار کے بھیجنا شروع کیا- 
1240,265,anwar,وہ کہتے ہیں بیگن- 
1241,265,moeen,بیگن- 
1242,265,anwar,تماٹر، آلو- 
1243,265,moeen,بے مشق، لو جی ہر سبزی پہ ایک ایک گالیاہ، ہر سبزی پہ ایک ایک گالیاہ، دیگ گالیاہ، دیگ گالیاہ، لو بری لائٹ چلی گئی، اب بتائیے بلب کا کوئی رشتہ دار ہوتا ہے؟ 
1244,265,anwar,جی- 
1245,265,moeen,بلب کا کوئی رشتہ دار ہوتا ہے؟ 
1246,265,anwar,بلب کا- 
1247,265,moeen,بلب یا ٹیوب لائٹ کا کوئی رشتہ دار ہوتا ہے- 
1248,265,anwar,نہیں- 
1249,265,moeen,لو بھئی انہوں نے بلب اور ٹیوب لائٹ کے رشتہ داروں کو دھنا دھن گالیاہ، دھنا دھن گالیاہ، دھنا دھن گالیاہ، اوکے ایس سی کو دو دو کلومیٹر کی لمبی گالیاہ- 
1250,265,anwar,پانی کا بھی یہی ہوتا ہے، پانی- 
1251,265,moeen,سب، سب، سب پانی نہیں آ رہا، پانی نہیں آرہا نلکوں میں، نلکوں کو گالی، واٹر بورڈ کو اور پتا نہیں بس گالیاہ دیتے ہیں ہر ایک کو- 
1252,265,anwar,اخبار وغیرہ آتا ہے- 
1253,265,moeen,اخبار آتا ہے، اخبار پھینکنے والا اخبار پھینک کے جائے، اخبار والے کو گالی، اخبار پھینکنے والے کو گالی، اخبار بنانے والے کو گالی، اخبار چھاپنے والے کو گالی، اخبار کے مالکوں کو گالی- 
1254,265,anwar,اولاد ہے، بچے- 
1255,265,moeen,بیٹا ہے، ایک سو پچاس روپے کا برگر لیا جما کے دن، ایک سو پچاس روپے کا برگر لیا، لو بھی ایک سو پچاس روپے کو گالی، برگر والے کو گالیا، برگر بنانے والے کو گالیا، برگر بیچنے والے کو گالیا، بیٹے کو گالیا- 
